UniprotID	ProteinName	OriginalID	ExperimentID	UniProt	Database	Ratio	Change	originalName	GeneName	Organism	StudyID	Method	Detergent	Details	Method1	Quantitation	MassSpec	Software	TissueID	Stimulous	Agent	ExpShort	Authors	Year	PubmedID	StudyDetails
O75340	programmed cell death protein 6	O75340	exp129	Yes	UniprotKB	NA	Unchanged	Programmed cell death protein 6	PDCD6	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P15121	Aldose reductase	P15121	exp129	Yes	UniprotKB	NA	Unchanged	Aldose reductase	AKR1B1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P39210	Protein Mpv17	P39210	exp129	Yes	UniprotKB	NA	Unchanged	Protein Mpv17	MPV17	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q8NHG7	Small VCP/p97-interacting protein	Q8NHG7	exp129	Yes	UniprotKB	NA	Unchanged	Small VCP/p97-interacting protein	SVIP	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P02545	Prelamin-A/C	P02545	exp129	Yes	UniprotKB	NA	Unchanged	Prelamin-A/C	LMNA	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q8N766	Uncharacterized protein	Q8N766	exp129	Yes	UniprotKB	NA	Unchanged	Uncharacterized protein KIAA0090	KIAA0090	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O75110	ATPase, class II, type 9A	O75110	exp129	Yes	UniprotKB	NA	Unchanged	Probable phospholipid-transporting ATPase IIA	ATP9A	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P31946	14-3-3 protein zeta/delta	P31946	exp129	Yes	UniprotKB	NA	Unchanged	14-3-3 protein beta/alpha	YWHAB	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9Y222	40S ribosomal protein S25	Q9Y222	exp129	Yes	UniprotKB	NA	Unchanged	Cyclin-D-binding Myb-like transcription factor 1	DMTF1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P04921	Glycophorin-C	P04921	exp129	Yes	UniprotKB	NA	Unchanged	Glycophorin-C	GYPC	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q8TCJ2	RGD1311563 protein	Q8TCJ2	exp129	Yes	UniprotKB	NA	Unchanged	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	STT3B	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P00492	Hypoxanthine-guanine phosphoribosyltransferase	P00492	exp129	Yes	UniprotKB	NA	Unchanged	Hypoxanthine-guanine phosphoribosyltransferase	HPRT1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q8IXI2	Mitochondrial Rho GTPase	Q8IXI2	exp129	Yes	UniprotKB	NA	Unchanged	Mitochondrial Rho GTPase 1	RHOT1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O60313	Isoform 3 of Dynamin-like 120 kDa protein, mitochondrial	O60313	exp129	Yes	UniprotKB	NA	Unchanged	Dynamin-like 120 kDa protein, mitochondrial	OPA1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9HAP6	Protein lin-7 homolog C	Q9HAP6	exp129	Yes	UniprotKB	NA	Unchanged	Protein lin-7 homolog B	LIN7B	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q8WYQ3	Uncharacterized protein	Q8WYQ3	exp129	Yes	UniprotKB	NA	Unchanged	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	CHCHD10	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q6ZSS7	Uncharacterized protein	Q6ZSS7	exp129	Yes	UniprotKB	NA	Unchanged	Major facilitator superfamily domain-containing protein 6	MFSD6	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P58335	Anthrax toxin receptor 2 (Fragment)	P58335	exp129	Yes	UniprotKB	NA	Unchanged	Anthrax toxin receptor 2	ANTXR2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P20338	ras-related protein Rab-4A	P20338	exp129	Yes	UniprotKB	NA	Unchanged	Ras-related protein Rab-4A	RAB4A	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9BS26	Uncharacterized protein	Q9BS26	exp129	Yes	UniprotKB	NA	Unchanged	Endoplasmic reticulum resident protein 44	ERP44	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q8N490	myofibrillogenesis regulator 1 isoform 3	Q8N490	exp129	Yes	UniprotKB	NA	Unchanged	Probable hydrolase PNKD	PNKD	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q32MK0	Cardiac myosin light chain kinase	Q32MK0	exp129	Yes	UniprotKB	NA	Unchanged	Putative myosin light chain kinase 3	MYLK3	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O60884	Uncharacterized protein	O60884	exp129	Yes	UniprotKB	NA	Unchanged	DnaJ homolog subfamily A member 2	DNAJA2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9HAC8	Ubiquitin domain-containing protein 1	Q9HAC8	exp129	Yes	UniprotKB	NA	Unchanged	Ubiquitin domain-containing protein 1	UBTD1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q96S52	Uncharacterized protein	Q96S52	exp129	Yes	UniprotKB	NA	Unchanged	GPI transamidase component PIG-S	PIGS	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9NRK6	Uncharacterized protein	Q9NRK6	exp129	Yes	UniprotKB	NA	Unchanged	ATP-binding cassette sub-family B member 10, mitochondrial	ABCB10	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9P015	Uncharacterized protein	Q9P015	exp129	Yes	UniprotKB	NA	Unchanged	39S ribosomal protein L15, mitochondrial	MRPL15	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P08708	40S ribosomal protein S17	P08708	exp129	Yes	UniprotKB	NA	Unchanged	40S ribosomal protein S17	RPS17	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9Y487	V-H+ATPase subunit a2	Q9Y487	exp129	Yes	UniprotKB	NA	Unchanged	V-type proton ATPase 116 kDa subunit a isoform 2	ATP6V0A2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q15005	Uncharacterized protein	Q15005	exp129	Yes	UniprotKB	NA	Unchanged	Signal peptidase complex subunit 2	SPCS2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O75298	Uncharacterized protein	O75298	exp129	Yes	UniprotKB	NA	Unchanged	Reticulon-2	RTN2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9Y4G6	Uncharacterized protein	Q9Y4G6	exp129	Yes	UniprotKB	NA	Unchanged	Talin-2	TLN2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P04844	Uncharacterized protein	P04844	exp129	Yes	UniprotKB	NA	Unchanged	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	RPN2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P04843	Ribophorin1	P04843	exp129	Yes	UniprotKB	NA	Unchanged	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q96BS2	tescalcin	Q96BS2	exp129	Yes	UniprotKB	NA	Unchanged	Tescalcin	TESC	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P56199	Integrin alpha-1	P56199	exp129	Yes	UniprotKB	NA	Unchanged	Integrin alpha-1	ITGA1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q12907	Uncharacterized protein	Q12907	exp129	Yes	UniprotKB	NA	Unchanged	Vesicular integral-membrane protein VIP36	LMAN2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q99816	Tumor susceptibility gene 101 protein	Q99816	exp129	Yes	UniprotKB	NA	Unchanged	Tumor susceptibility gene 101 protein	TSG101	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O75027	ATP-binding cassette sub-family B member 7, mitochondrial	O75027	exp129	Yes	UniprotKB	NA	Unchanged	ATP-binding cassette sub-family B member 7, mitochondrial	ABCB7	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q8IZA0	dyslexia susceptibility 2-like	Q8IZA0	exp129	Yes	UniprotKB	NA	Unchanged	Dyslexia-associated protein KIAA0319-like protein	KIAA0319L	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P33897	Uncharacterized protein	P33897	exp129	Yes	UniprotKB	NA	Unchanged	ATP-binding cassette sub-family D member 1	ABCD1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q93070	ecto-ADP-ribosyltransferase 4	Q93070	exp129	Yes	UniprotKB	NA	Unchanged	Ecto-ADP-ribosyltransferase 4	ART4	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
